gene	vaf	sample_id	cov	t_alt_count	t_ref_count
gene_0	0.731274856622528	sample_18	87	63	24
gene_1	0.5462882376824137	sample_18	52	28	24
gene_2	0.22825424789147175	sample_18	142	32	110
gene_3	0.1965150597631431	sample_18	96	18	78
gene_4	0.2972078346631606	sample_18	168	49	119
gene_5	0.8556121104261243	sample_18	139	118	21
gene_6	0.8066471994939999	sample_18	64	51	13
gene_7	0.8173068975431005	sample_18	108	88	20
gene_8	0.5605178742600752	sample_18	57	31	26
gene_9	0.1113376272440122	sample_18	82	9	73
gene_10	0.6998807955638413	sample_18	78	54	24
gene_11	0.42434679530753416	sample_18	72	30	42
gene_12	0.3761761285993406	sample_18	50	18	32
gene_13	0.006642708039601208	sample_18	52	0	52
gene_14	0.10049156435027728	sample_18	184	18	166
gene_15	0.4004575931300315	sample_18	96	38	58
gene_16	0.9545237226658422	sample_18	169	161	8
gene_17	0.8194277258554764	sample_18	100	81	19
gene_18	0.9299922540050465	sample_18	76	70	6
gene_19	0.02840988299547087	sample_18	160	4	156
gene_20	0.8221924077764179	sample_18	121	99	22
gene_21	0.279166866242161	sample_18	110	30	80
gene_22	0.4773869267473666	sample_18	168	80	88
gene_23	0.025397188284773442	sample_18	170	4	166
gene_24	0.13404301689375553	sample_18	69	9	60
gene_25	0.3798591461281643	sample_18	196	74	122
gene_26	0.8612383743159614	sample_18	76	65	11
gene_27	0.7312038909257761	sample_18	73	53	20
gene_28	0.5325774657771107	sample_18	84	44	40
gene_29	0.18967174244436902	sample_18	147	27	120
gene_30	0.7047937824354303	sample_18	111	78	33
gene_31	0.5638395718475416	sample_18	114	64	50
gene_32	0.563612723053552	sample_18	169	95	74
gene_33	0.5888617243660856	sample_18	168	98	70
gene_34	0.00802958937419862	sample_18	134	1	133
gene_35	0.028581119085911655	sample_18	122	3	119
gene_36	0.3151924799996373	sample_18	179	56	123
gene_37	0.7170534830831601	sample_18	63	45	18
gene_38	0.8267374486871293	sample_18	112	92	20
gene_39	0.5242316391315425	sample_18	186	97	89
gene_40	0.8899626365890178	sample_18	193	171	22
gene_41	0.917308291100321	sample_18	146	133	13
gene_42	0.92963408377029	sample_18	181	168	13
gene_43	0.9204155092327535	sample_18	123	113	10
gene_44	0.8752476042785362	sample_18	102	89	13
gene_45	0.1986514636392378	sample_18	98	19	79
gene_46	0.9538067535412446	sample_18	71	67	4
