gene	vaf	sample_id	cov	t_alt_count	t_ref_count
gene_0	0.4601915498351208	sample_3	192	88	104
gene_1	0.5677325406279745	sample_3	99	56	43
gene_2	0.28937610115874635	sample_3	102	29	73
gene_3	0.7511391202035747	sample_3	137	102	35
gene_4	0.36873266861920195	sample_3	116	42	74
gene_5	0.1228756668677502	sample_3	90	11	79
gene_6	0.5996159657748146	sample_3	56	33	23
gene_7	0.18496839779073126	sample_3	197	36	161
gene_8	0.0792670234824534	sample_3	73	5	68
gene_9	0.2705853123209032	sample_3	81	21	60
gene_10	0.4594967340466176	sample_3	81	37	44
gene_11	0.8060079882432124	sample_3	123	99	24
gene_12	0.772027645209543	sample_3	156	120	36
gene_13	0.9091508111518455	sample_3	66	60	6
gene_14	0.11298897603699198	sample_3	174	19	155
gene_15	0.1389829961051282	sample_3	63	8	55
gene_16	0.04087574247343306	sample_3	156	6	150
gene_17	0.38361750072618217	sample_3	127	48	79
gene_18	0.6374045005519446	sample_3	63	40	23
gene_19	0.16435889512542345	sample_3	178	29	149
gene_20	0.74214894153788	sample_3	92	68	24
gene_21	0.5178750387253861	sample_3	128	66	62
gene_22	0.39481393486371774	sample_3	64	25	39
gene_23	0.9913202654068823	sample_3	87	86	1
gene_24	0.024292709981314387	sample_3	115	2	113
gene_25	0.17130744954959942	sample_3	95	16	79
gene_26	0.20333884795582335	sample_3	102	20	82
gene_27	0.5930583912527182	sample_3	148	87	61
gene_28	0.2770713092478152	sample_3	178	49	129
gene_29	0.39657112839709907	sample_3	53	21	32
gene_30	0.1843489438582825	sample_3	89	16	73
gene_31	0.5931015536607932	sample_3	65	38	27
gene_32	0.4827097786394908	sample_3	136	65	71
gene_33	0.7123160774700507	sample_3	143	101	42
gene_34	0.5418284287299505	sample_3	148	80	68
gene_35	0.3486469974166154	sample_3	145	50	95
gene_36	0.2739128917188899	sample_3	128	35	93
gene_37	0.002695835295842608	sample_3	76	0	76
gene_38	0.3683822749849617	sample_3	61	22	39
gene_39	0.11496405213206173	sample_3	59	6	53
gene_40	0.06942736321109366	sample_3	120	8	112
gene_41	0.22739140861314844	sample_3	90	20	70
