gene	vaf	sample_id	cov	t_alt_count	t_ref_count
gene_0	0.010968061150361308	sample_5	172	1	171
gene_1	0.8494412077591863	sample_5	52	44	8
gene_2	0.5459684437902876	sample_5	55	30	25
gene_3	0.7632595671607035	sample_5	158	120	38
gene_4	0.45180647339916447	sample_5	59	26	33
gene_5	0.7431863200702996	sample_5	171	127	44
gene_6	0.9673741784467934	sample_5	74	71	3
gene_7	0.8414250145782561	sample_5	189	159	30
gene_8	0.13003593987330497	sample_5	62	8	54
gene_9	0.28403414273558014	sample_5	130	36	94
gene_10	0.5751452280236407	sample_5	117	67	50
gene_11	0.6870715788835865	sample_5	183	125	58
