gene	vaf	sample_id	cov	t_alt_count	t_ref_count
gene_0	0.7709673274712159	sample_16	72	55	17
gene_1	0.09759042864498801	sample_16	167	16	151
gene_2	0.010337620749655385	sample_16	187	1	186
gene_3	0.4143759595319084	sample_16	160	66	94
gene_4	0.5168139447958833	sample_16	123	63	60
gene_5	0.6463460587822182	sample_16	175	113	62
gene_6	0.41895372687254384	sample_16	152	63	89
gene_7	0.5722466472705099	sample_16	106	60	46
gene_8	0.9607123527928904	sample_16	60	57	3
gene_9	0.6993636322182086	sample_16	138	96	42
gene_10	0.09311580789096008	sample_16	127	11	116
gene_11	0.6137322602247721	sample_16	69	42	27
gene_12	0.1256768490824708	sample_16	186	23	163
gene_13	0.3174385412914412	sample_16	155	49	106
gene_14	0.5970607714987909	sample_16	92	54	38
gene_15	0.3367803736012486	sample_16	190	63	127
gene_16	0.9073515677125787	sample_16	66	59	7
gene_17	0.9526019068138073	sample_16	183	174	9
gene_18	0.3173224213373277	sample_16	182	57	125
gene_19	0.6123987339971259	sample_16	55	33	22
gene_20	0.14796510670469065	sample_16	126	18	108
gene_21	0.16530801412307305	sample_16	133	21	112
gene_22	0.8220869387307495	sample_16	133	109	24
gene_23	0.30383883907071707	sample_16	79	24	55
gene_24	0.592190644365696	sample_16	84	49	35
gene_25	0.4899415616315098	sample_16	136	66	70
gene_26	0.7367027506436399	sample_16	167	123	44
gene_27	0.7623146101653351	sample_16	184	140	44
gene_28	0.389872157824677	sample_16	84	32	52
gene_29	0.0720713854753634	sample_16	195	14	181
gene_30	0.60741144215789	sample_16	77	46	31
gene_31	0.48893768804069104	sample_16	133	65	68
gene_32	0.38468874054505764	sample_16	60	23	37
gene_33	0.6229605546711534	sample_16	174	108	66
gene_34	0.9924824736734909	sample_16	133	132	1
gene_35	0.19951970152318876	sample_16	75	14	61
gene_36	0.2926827213393698	sample_16	130	38	92
gene_37	0.3263019872493391	sample_16	131	42	89
gene_38	0.7256046493504118	sample_16	98	71	27
gene_39	0.40547873756214037	sample_16	161	65	96
gene_40	0.7052767994443443	sample_16	140	98	42
