gene	vaf	sample_id	cov	t_alt_count	t_ref_count
gene_0	0.994125721039912	sample_15	71	70	1
gene_1	0.6178560925958574	sample_15	155	95	60
gene_2	0.4796865544840181	sample_15	186	89	97
gene_3	0.5589187175873231	sample_15	111	62	49
gene_4	0.26590896082005144	sample_15	195	51	144
gene_5	0.8488411674089174	sample_15	71	60	11
gene_6	0.7928578197598767	sample_15	103	81	22
gene_7	0.8157886703372593	sample_15	182	148	34
gene_8	0.6119330444029308	sample_15	121	74	47
gene_9	0.050263412675764174	sample_15	119	5	114
gene_10	0.8742562315587024	sample_15	144	125	19
gene_11	0.7706056685918573	sample_15	186	143	43
gene_12	0.33562128871531693	sample_15	87	29	58
gene_13	0.6704339343927437	sample_15	60	40	20
gene_14	0.7705843950275527	sample_15	73	56	17
gene_15	0.8339419021641867	sample_15	81	67	14
gene_16	0.6395465657406542	sample_15	191	122	69
gene_17	0.1633782796710631	sample_15	87	14	73
gene_18	0.9314809892436912	sample_15	105	97	8
gene_19	0.6729627824517473	sample_15	52	34	18
gene_20	0.6260321893664473	sample_15	196	122	74
gene_21	0.9957162555067179	sample_15	64	63	1
gene_22	0.6336747055453092	sample_15	89	56	33
gene_23	0.8511631593942062	sample_15	139	118	21
gene_24	0.7105207808985455	sample_15	161	114	47
gene_25	0.3592583455854451	sample_15	164	58	106
gene_26	0.9044999288608975	sample_15	101	91	10
gene_27	0.6303896097698014	sample_15	168	105	63
gene_28	0.2654828960285843	sample_15	149	39	110
gene_29	0.6842343284976133	sample_15	158	108	50
gene_30	0.4129683495513903	sample_15	86	35	51
