gene	vaf	sample_id	cov	t_alt_count	t_ref_count
gene_0	0.2826874090230871	sample_16	123	34	89
gene_1	0.04890793694342377	sample_16	111	5	106
gene_2	0.6075284386101564	sample_16	167	101	66
gene_3	0.8666418241914114	sample_16	111	96	15
gene_4	0.13349661069213836	sample_16	121	16	105
gene_5	0.8697446751659205	sample_16	67	58	9
gene_6	0.6863320074184408	sample_16	102	70	32
gene_7	0.7594849233761362	sample_16	53	40	13
gene_8	0.4646091232134607	sample_16	100	46	54
gene_9	0.5850503541613558	sample_16	186	108	78
gene_10	0.38670337908016705	sample_16	153	59	94
gene_11	0.6489945427964456	sample_16	69	44	25
gene_12	0.5971256499267247	sample_16	177	105	72
gene_13	0.7611841544947575	sample_16	182	138	44
