gene	vaf	sample_id	cov	t_alt_count	t_ref_count
gene_0	0.24856548168604564	sample_4	186	46	140
gene_1	0.2720657924348233	sample_4	83	22	61
gene_2	0.03896353828716426	sample_4	81	3	78
gene_3	0.10822846273633902	sample_4	145	15	130
gene_4	0.23337101013712847	sample_4	190	44	146
gene_5	0.812528840106166	sample_4	114	92	22
gene_6	0.04059718562474013	sample_4	136	5	131
gene_7	0.23823418993502654	sample_4	73	17	56
gene_8	0.6790643305004719	sample_4	152	103	49
gene_9	0.35207956619445113	sample_4	69	24	45
gene_10	0.8023506274457981	sample_4	153	122	31
gene_11	0.5456960333918159	sample_4	128	69	59
gene_12	0.4787903893822951	sample_4	55	26	29
